,domain_height,ditch_width,dewatering_depth,stage,elevation,anisotropy,k11,k33,recharge_rate,c0,c1,aquifer_head
0,1.6,0.9,0.6,1.0,0.7,0.4457035208771233,0.7842033929476082,0.34952221332053524,0.0005,1.3446929719201373,,
1,1.6,1.9500000000000002,0.6,1.0,0.7,0.3759305637019118,0.5274326866109658,0.19827806719247415,0.0005,1.4202346141229114,,
2,1.6,0.9500000000000001,0.6,1.0,0.7,0.25974363227546965,0.7818512740664261,0.20308088982521721,0.0005,1.2422448932825199,,
3,1.6,1.1,0.6,1.0,0.7,0.10558808511486394,0.5239581430020279,0.05532373699992418,0.0005,1.1964188833674276,,
4,1.6,1.9000000000000001,0.6,1.0,0.7,0.4757063911852667,0.6261769669462687,0.2978763851893455,0.0005,1.0772780126909538,,
5,1.6,1.0,0.6,1.0,0.7,0.3447544597650498,0.8665677444296639,0.2987530945806665,0.0005,1.3206047680000104,,
6,1.6,1.85,0.6,1.0,0.7,0.4944621525747631,0.7319221697717844,0.3619078115825477,0.0005,1.4634901309875676,,
7,1.6,2.35,0.6,1.0,0.7,0.4853364075852352,0.9371562845769059,0.4548360645024819,0.0005,2.418263365291687,,
8,1.6,2.45,0.6,1.0,0.7,0.10786748087977,0.6148993297136816,0.06632764169087393,0.0005,2.395143585196429,,
9,1.6,1.25,0.6,1.0,0.7,0.38785202491526716,0.9174394543364395,0.35583075010154586,0.0005,1.1684691477360176,,
10,1.6,1.7000000000000002,0.6,1.0,0.7,0.2069934179160481,0.7830800976291928,0.16209242591029926,0.0005,1.7827291781420063,,
11,1.6,2.35,0.6,1.0,0.7,0.33393302391998714,0.7310848645291819,0.24413337955436384,0.0005,2.1847588077493247,,
12,1.6,1.6500000000000001,0.6,1.0,0.7,0.48810449538774503,0.551737063723592,0.26930534107552,0.0005,2.277551611700567,,
13,1.6,0.9,0.6,1.0,0.7,0.2782040160250017,0.7144534486818539,0.1987638186862042,0.0005,1.5642177958467738,,
14,1.6,1.4500000000000002,0.6,1.0,0.7,0.30797064984794487,0.9272122214098202,0.28555415037453885,0.0005,1.8334016669939985,,
15,1.6,2.0,0.6,1.0,0.7,0.38403853172942515,0.9888897673316938,0.37977177428831654,0.0005,1.1594205468162604,,
16,1.6,1.6500000000000001,0.6,1.0,0.7,0.211742269377876,0.6381486937209926,0.13512305260901009,0.0005,2.398050175191903,,
17,1.6,2.25,0.6,1.0,0.7,0.3838351832660283,0.5574478840784198,0.21396811074649996,0.0005,1.8393342920649558,,
18,1.6,1.35,0.6,1.0,0.7,0.4472596740169851,0.6135744312630376,0.2744271001118632,0.0005,1.923074865065574,,
19,1.6,1.35,0.6,1.0,0.7,0.1914021329212349,0.7248531113629264,0.13873843156945753,0.0005,1.0213258965677734,,
20,1.6,1.1500000000000001,0.6,1.0,0.7,0.34331673746644076,0.9601786048367733,0.3296453859976399,0.0005,2.0795166975013286,,
21,1.6,1.6500000000000001,0.6,1.0,0.7,0.40919727665783234,0.5911509997693909,0.24189737919918963,0.0005,1.6622379053552512,,
22,1.6,1.5,0.6,1.0,0.7,0.42960018992849125,0.9070140724817685,0.38965341780598206,0.0005,1.8435262502543768,,
23,1.6,1.2000000000000002,0.6,1.0,0.7,0.22706699121750235,0.6537984824828826,0.14845605427995706,0.0005,2.181004276906898,,
24,1.6,2.15,0.6,1.0,0.7,0.2614441195282786,0.8272964205300595,0.21629178425437792,0.0005,1.5738684152522113,,
25,1.6,1.35,0.6,1.0,0.7,0.21278186345863795,0.6430854279961116,0.13683691573210835,0.0005,2.4567814529197034,,
26,1.6,1.9500000000000002,0.6,1.0,0.7,0.4188038417101557,0.9857116485989215,0.4128198252516793,0.0005,1.4474159303158372,,
27,1.6,1.7000000000000002,0.6,1.0,0.7,0.19852879490774378,0.8439397299983364,0.16754633757133638,0.0005,2.0751546089988837,,
28,1.6,0.8500000000000001,0.6,1.0,0.7,0.13669689462442958,0.6686964540654413,0.09140872871711335,0.0005,1.4798853815276158,,
29,1.6,2.4000000000000004,0.6,1.0,0.7,0.4981520461454302,0.8536579764823369,0.4252514676930436,0.0005,1.6664040188078086,,
30,1.6,1.1500000000000001,0.6,1.0,0.7,0.45431623737254545,0.7954563590064978,0.3613887400178968,0.0005,1.5343943054340352,,
31,1.6,2.35,0.6,1.0,0.7,0.3157918512779421,0.9908332275239671,0.312897059227492,0.0005,1.1654754317005367,,
32,1.6,2.45,0.6,1.0,0.7,0.37841281553301465,0.6087016433255916,0.23034050267040998,0.0005,1.9044099312882914,,
33,1.6,1.25,0.6,1.0,0.7,0.1911045461611729,0.5638641339107449,0.10775699940757572,0.0005,1.7926911914483272,,
34,1.6,1.1,0.6,1.0,0.7,0.21346393444835923,0.8661561104607867,0.18489309118544717,0.0005,2.14011276187225,,
35,1.6,2.2,0.6,1.0,0.7,0.10784699884026244,0.5012251968461794,0.05405563322298022,0.0005,1.8707080775581582,,
36,1.6,0.55,0.6,1.0,0.7,0.10343929798572025,0.7916071554228383,0.08188328843741134,0.0005,1.218989753358194,,
37,1.6,1.75,0.6,1.0,0.7,0.22739087394108407,0.5500093773826583,0.1250671129988342,0.0005,2.1270610710619136,,
38,1.6,1.7000000000000002,0.6,1.0,0.7,0.12498510823376,0.934457424449818,0.11679326233470111,0.0005,1.3616861858546125,,
39,1.6,2.45,0.6,1.0,0.7,0.4350561262748679,0.5221924716466897,0.2271830338845076,0.0005,1.7271306389629677,,
40,1.6,1.75,0.6,1.0,0.7,0.4196574122050628,0.6066242775580868,0.25457437450079246,0.0005,1.929081033834415,,
41,1.6,2.2,0.6,1.0,0.7,0.2250009137038137,0.9928830478361141,0.22339959296415304,0.0005,2.136057056902895,,
42,1.6,1.0,0.6,1.0,0.7,0.11891440172218398,0.9209279725650232,0.1095115988867936,0.0005,1.5994154351480363,,
43,1.6,2.2,0.6,1.0,0.7,0.22489858072097801,0.6086491361664986,0.13688432688089483,0.0005,2.189664084202446,,
44,1.6,1.5,0.6,1.0,0.7,0.3374221897204974,0.8963832153145622,0.3024595873401397,0.0005,1.2346163799534482,,
45,1.6,0.6000000000000001,0.6,1.0,0.7,0.43735672510687995,0.6813814120586108,0.2980067429266555,0.0005,2.2189362420738874,,
46,1.6,1.9000000000000001,0.6,1.0,0.7,0.11584713012753732,0.5852687633701187,0.06780170658972098,0.0005,1.4712230006490257,,
47,1.6,1.9500000000000002,0.6,1.0,0.7,0.20422192615286572,0.9702743389134126,0.19815129438959556,0.0005,1.1741625713302444,,
